,user_id,condition,round,actor,action,time,object_type,object_value,other_details
0,0,treatment,0,human,load,1668030097.127462,grid,harvest,
1,0,treatment,0,human,load,1668030097.1267369,grid,harvest,
2,0,treatment,0,human,load,1668030365.4594061,grid,harvest,
3,0,treatment,0,human,load,1668030365.471885,grid,harvest,
4,0,treatment,0,human,load,1668030397.857671,grid,harvest,
5,0,treatment,0,human,load,1668030397.859125,grid,harvest,
6,0,treatment,0,human,load,1668030399.2245,grid,harvest,
7,0,treatment,0,human,load,1668030399.4904242,grid,harvest,
8,0,treatment,0,human,click,1668030563.583283,cell,3_2,
9,0,treatment,0,human,click,1668030564.0920131,cell,3_1,
10,0,treatment,0,human,click,1668030564.5751228,cell,2_1,
11,0,treatment,0,human,move,1668030566.485872,sentence,"12. At harvest time, the cooperative has to collect ALL the yield from farmers and store in headquarters; then they take all the corresponding credit from each farmer's production and leave the remaining to each farmer.",from_1_to_2
12,0,treatment,0,human,create_cluster,1668030569.669075,cluster,paid,
13,0,treatment,0,human,create_cluster,1668030571.279916,cluster,by,
14,0,treatment,0,human,freeze,1668030571.279916,sentence,"4. If labor is available, and the harvesters are not available, a farmer will harvest early if he expects a good market price or if birds are nearby or if he wants to spend less on harvest.",cluster_by
15,0,treatment,0,human,freeze,1668030571.279916,sentence,"18. But for onions, the farmers being in cooperatives, they lobby to pressure the government for a grace period after harvest where imports are stopped, e.g. a month in which domestic producers can sell before imports are allowed.",cluster_by
16,0,treatment,0,human,create_cluster,1668030573.7000031,cluster,credit,
17,0,treatment,0,human,freeze,1668030573.7000031,sentence,"12. At harvest time, the cooperative has to collect ALL the yield from farmers and store in headquarters; then they take all the corresponding credit from each farmer's production and leave the remaining to each farmer.",cluster_credit
18,0,treatment,0,human,freeze,1668030573.7000031,sentence,"13. Financing line in any bank they choose, to support startup costs and subsidize through credit for farmers, e.g. for new equipment, etc.",cluster_credit
19,0,treatment,0,human,freeze,1668030573.7000031,sentence,"15. Credit union makes a program to subsidize 20 or 30% of equipment cost, so farmers pay back only 70% of 40 million or whatever.",cluster_credit
20,0,treatment,0,human,freeze,1668030573.7000031,sentence,"22. A final factor is that you need to repay your loans before you can get new credit, so you want to harvest faster so you can repay faster.",cluster_credit
21,0,treatment,0,human,freeze,1668030573.7000031,sentence,"46. The bulletin says the remaining credit comes from credit loaned on onions, which is supposed to be paid by June six months between onion harvest and full credit reimbursement!",cluster_credit
22,0,treatment,0,human,freeze,1668030573.7000031,sentence,"47. Not able to predict the level of production in the future due to uncertain factors, e.g. do farmers have access to inputs, does the credit come in on time, do farmers use technology and machinery or not all of these factors constrain the area cultivated.",cluster_credit
23,0,treatment,1,human,update,1668030575.185029,grid,harvest,
24,0,treatment,1,machine,move,1668030575.185029,sentence,"2. If a farmer waits until the rice is ready, he might lose more than if he harvests early.",to_3
25,0,treatment,1,machine,move,1668030575.185029,sentence,3. Dr. Fall expects him to harvest early.,to_3
26,0,treatment,1,machine,move,1668030575.185029,sentence,"5. If a farmer's farm size is big enough, he will wait until harvesters are available, but if his plots are small, he will hire labor.",to_3
27,0,treatment,1,machine,move,1668030575.185029,sentence,"6. If a farmer harvests paddy rice late, he won't be able to start tomatoes in the colddry season.",to_3
28,0,treatment,1,machine,move,1668030575.185029,sentence,"7. Suppose that Mr. A has harvested, but he hasn't repaid his coop yet.",to_3
29,0,treatment,1,machine,move,1668030575.185029,sentence,"8. Sometimes farmers just do one crop a year because they harvest late, etc.",to_3
30,0,treatment,1,machine,move,1668030575.185029,sentence,"10. The local cooperative wouldn't help an elderly couple without children to harvest their fields, because cooperatives have their own goals.",to_3
31,0,treatment,1,machine,move,1668030575.185029,sentence,11. It is culturally expected to help elders and to go harvest their fields and give them the product.,to_3
32,0,treatment,1,machine,move,1668030575.185029,sentence,16. Labor most of the irrigated system requires a lot of labor if you're not using machinery (and you probably aren't because it's expensive.),to_3
33,0,treatment,1,machine,move,1668030575.185029,sentence,"17. You might not have enough money to hire labor, COVID might make it difficult, or nobody can move the machinery to where you are.",to_3
34,0,treatment,1,machine,move,1668030575.185029,sentence,"23. For labor, you pay 110th of your production for a harvester.",to_3
35,0,treatment,1,machine,move,1668030575.185029,sentence,"24. If you use a thresher on top of that, that costs 18%.",to_3
36,0,treatment,1,machine,move,1668030575.185029,sentence,"25. If you use a thresher with tiny plots, sometimes you lose more yield than if you were using labor.",to_3
37,0,treatment,1,machine,move,1668030575.185029,sentence,"26. But others say threshers produce clean, fast, high quality paddy without a bunch of weeds, and labor takes time",to_3
38,0,treatment,1,machine,move,1668030575.185029,sentence,"27. Dr. Fall believes that if you have a small plot, it's best to use manual labor if you harvest on time.",to_3
39,0,treatment,1,machine,move,1668030575.185029,sentence,"28. If you have a big plot, there's no way you can harvest it all on time by labor!",to_3
40,0,treatment,1,machine,move,1668030575.185029,sentence,"31. But for seeding and harvesting, it mostly comes from hired labor.",to_3
41,0,treatment,1,machine,move,1668030575.185029,sentence,"32. There's seeding periods, harvest periods, where labor is needed in various industries and there's a competition.",to_3
42,0,treatment,1,machine,move,1668030575.185029,sentence,"33. But during harvest time for rice, harvest for rice corresponds to seeding period for horticulture croppings.",to_3
43,0,treatment,1,machine,move,1668030575.185029,sentence,"34. So if those farms need labor for horticulture, they may compete with farms that need harvest labor.",to_3
44,0,treatment,1,machine,move,1668030575.185029,sentence,"35. They'll hire temporary labor for periods like seeding and harvesting, but there's still room for small farmers.",to_3
45,0,treatment,1,machine,move,1668030575.185029,sentence,"36. Farmers really need hired labor for harvesting; for the seeding period, they may be able to rely on family labor.",to_3
46,0,treatment,1,machine,move,1668030575.185029,sentence,"37. If you have machinery, you just need two people: One to drive, one to guide, no matter the number of hectares.",to_3
47,0,treatment,1,machine,move,1668030575.185029,sentence,"38. But if you go for manual labor, it might take three people three days (8hr a day) to harvest one hectare.",to_3
48,0,treatment,1,machine,move,1668030575.185029,sentence,"40. In his opinion, 85% are always using machinery.",to_3
49,0,treatment,1,machine,move,1668030575.185029,sentence,41. It's because they harvest late and they don't have time to go for labor.,to_3
50,0,treatment,1,machine,move,1668030575.185029,sentence,42. Some of them buy batteuse-ASI (mini-thresher).,to_3
51,0,treatment,1,machine,move,1668030575.185029,sentence,43. We could see horticulture harvests around January and early February (we would see a lot of farms doing onions and tomatoes).,to_3
52,0,treatment,1,machine,move,1668030575.185029,sentence,"45. Since people harvest in June or late July, it takes roughly 3 months to collect debts.",to_3
53,0,treatment,1,machine,move,1668030575.185029,sentence,50.  Diagram time Dr. Fall says there can be positive or negative effects of climate change on harvest time.,to_3
54,0,treatment,1,machine,move,1668030575.185029,sentence,"54. The timing of harvest is linked to CC because the start of the rainy season is coming earlier and earlier each year, they have to harvest before it arrives or the soil will be wet and the harvesters won't be able to pass over the soil.",to_3
55,0,treatment,1,machine,move,1668030575.185029,sentence,55. They harvest early to protect themselves from the consequences of CC.,to_3
56,0,treatment,1,machine,move,1668030575.185029,sentence,56. But it is better to harvest early because you don't want the birds to come at the end of the season and eat your harvest.,to_3
57,0,treatment,1,machine,move,1668030575.185029,sentence,57. SAED doesn't provide information about whether they should harvest early or not they just make the judgment themselves.,to_3
58,0,treatment,1,machine,move,1668030575.185029,sentence,58. Farmers that harvest earlier tend to have better yields: 2 - 3 tons earlier.,to_3
59,0,treatment,1,machine,move,1668030575.185029,sentence,"59. There's a window for harvest in rice and if you harvest later, the yields decrease.",to_3
60,0,treatment,1,machine,move,1668030575.185029,sentence,62. The harvesters are also too big and if the soil is wet then they can't easily move through.,to_3
61,0,treatment,1,machine,move,1668030575.185029,sentence,63. Investors are now starting to shift to the mini harvester.,to_3
62,0,treatment,1,machine,move,1668030575.185029,sentence,64. Farmers that plant early and harvest early in one season can double crop.,to_3
63,0,treatment,1,machine,move,1668030575.185029,sentence,"66. Pape has seen this year some harvesters that are being financed by banks, but the one who owns the harvester has to pay back the loan.",to_3
64,0,treatment,1,machine,move,1668030575.185029,sentence,"67. If the farmer has a little area, the people who own the harvester won't feel like going from plot to plot because transportation costs a lot (need a big car, need to pay for the gas).",to_3
65,0,treatment,1,machine,move,1668030575.185029,sentence,"69. At the start of June there's plenty available, but by July all the harvesters have gone.",to_3
66,0,treatment,1,machine,move,1668030575.185029,sentence,"70. Small coops and farmers lose out, but they can also do manual harvesting (very slow) or try to get a mini harvester.",to_3
67,0,treatment,1,machine,move,1668030575.185029,sentence,"71. If a farmer can't get machinery and doesn't have enough household labor, they hire migrants who come up the south of Senegal.",to_3
68,0,treatment,1,machine,move,1668030575.185029,sentence,72. They are specialized in this kind of work and have the reputation of doing it very fast; farmers prefer to hire migrants if they can't get access to a big harvester.,to_3
69,0,treatment,1,machine,move,1668030575.185029,sentence,"74. They will only harvest if they have the tools available, but they do know when they should harvest.",to_3
70,0,treatment,1,machine,move,1668030575.185029,sentence,75. Big shortage in migrant labor due to COVID most farmers were 30 to 40 days late in harvesting and lost a lot of yields.,to_3
71,0,treatment,1,machine,move,1668030575.185029,sentence,"76. He knows of two coops who got paid back 50% and thinks this is fair since they harvested, after all.",to_3
72,0,treatment,1,machine,move,1668030575.185029,sentence,"0. It's very fixed information for a changing climate, and the farmer knows this, but he can't transfer that knowledge to SAED because he doesn't actually know if it's important that is, you can't tell if something weird is consequential until you see if the harvest is bad or not.",to_4
73,0,treatment,1,human,rename_cluster,1668030580.3198988,cluster,3. labor | ,old_labor | early
74,0,treatment,1,human,rename_cluster,1668030582.312036,cluster,3. 3. labor | ,old_3. labor | 
75,0,treatment,1,human,rename_cluster,1668030585.697354,cluster,e,old_3. 3. labor | 
76,0,treatment,1,human,rename_cluster,1668030610.764422,cluster,o,old_e
77,0,treatment,1,human,create_cluster,1668030651.441045,cluster,crop,
78,0,treatment,1,human,freeze,1668030651.441045,sentence,"8. Sometimes farmers just do one crop a year because they harvest late, etc.",cluster_crop
79,0,treatment,1,human,freeze,1668030651.441045,sentence,30. Another factor is that labor gets more expensive when there's crops being harvested for export markets that compete.,cluster_crop
80,0,treatment,1,human,freeze,1668030651.441045,sentence,"33. But during harvest time for rice, harvest for rice corresponds to seeding period for horticulture croppings.",cluster_crop
81,0,treatment,1,human,freeze,1668030651.441045,sentence,64. Farmers that plant early and harvest early in one season can double crop.,cluster_crop
82,0,treatment,1,human,save,1668030654.951155,grid,harvest,
83,0,treatment,0,human,load,1668030656.4024131,grid,harvest,
84,0,treatment,0,human,load,1668030656.395935,grid,harvest,
85,0,treatment,retrieval,human,click,1668030659.1889842,cell,5_2,
86,0,treatment,retrieval,human,click,1668030659.7883148,cell,4_2,
87,0,treatment,retrieval,human,click,1668030660.2372491,cell,2_3,
88,0,treatment,retrieval,human,click,1668030660.890898,cell,4_4,
89,0,treatment,test,human,answer,1668030662.656995,5. True or false: Harvesting early results in better yields.,"[""Don't know""]",
90,0,treatment,test,human,answer,1668030665.375444,4. Which is a role that cooperatives play in farmers' lives:,['c. Helping the older members of the community complete their harvest'],
91,0,treatment,test,human,answer,1668030666.0120928,4. Which is a role that cooperatives play in farmers' lives:,['b. Managing loan repayment'],
92,0,treatment,test,human,answer,1668030666.7781959,3. Is it more expensive to hire a harvester or labor?,"[""c. Don't know""]",
93,0,treatment,test,human,answer,1668030667.312594,3. Is it more expensive to hire a harvester or labor?,['b. Labor'],
94,0,treatment,test,human,answer,1668030668.578399,2. What labor source is most necessary during harvest?,['c. Cooperative labor'],
95,0,treatment,test,human,answer,1668030669.595764,7. True or false: Farmers with large plots must rely on equipment to harvest.,"[""Don't know""]",
96,0,treatment,0,human,rename_cluster,1668030740.089903,cluster,p,old_crop
97,0,treatment,0,human,click,1668030815.089246,cell,6_2,
